PID,TRIAL,ATTEMPT,NAME,TOOL,"POS X","POS Y",TIME,SUCCESS,SCORE,IMAGE
652,1,1,Introduction1,obj2,332.60000610352,430.59999847412,57149,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAmNJREFUeF7tlaFKQ2EARj+ZljHTQDFatiQsL1mViVaTbQZfwxcwXl9AGAqKolV8ETFq1SIGZWxloMLPgufKsU3ufzn3nH27C0k+M8ff2sZaqvMqnXYn3XZ3jjt5dGxgwSCsL4JBWD1cCKyHQQxCMwDj8R1iEJgBGI4LMQjMAAzHhRgEZgCG40IMAjMAw3EhBoEZgOG4EIPADMBwXIhBYAZgOC7EIDADMBwXYhCYARiOCzEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDguxCAwAzAcF2IQmAEYjgsxCMwADMeFGARmAIbjQgwCMwDDcSEGgRmA4bgQg8AMwHBciEFgBmA4LsQgMAMwHBdiEJgBGI4LMQjMAAzHhRgEZgCG40IMAjMAw3EhBoEZgOG4EIPADMBwXIhBYAZgOC7EIDADMBwXYhCYARiOCzEIzAAMx4UYBGYAhvM/FnJ7O9G6vQ3TW45T7yD398nZ2eSpHx+T9fVkfz/Z3Cw3ATlR7yCHh99rrCqI3nKM+ga5vk5Go6TZnH3qp6fk6CjZ2Sm3AThR3yDj98bV1fcKd3dr+z750yDHx+VfycEg6fWm58Y/WaenyXA4+cfHR7K0lPiTVaXT7qTb7hYZ/ukV8NtN+v3k4GB6xeVlcnc3e/nWVrK3V8RBunjuhSyvLKe12srb81teX16Lnq3ROCm6fnzx4uJF3t8fZs4Npp9uiu/GOzB3EN4j1ZvIILB+BjEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDguxCAwAzCcLxZFiRe1xllpAAAAAElFTkSuQmCC'>"
652,1,2,Introduction1,obj1,207.60000610352,411.59999847412,31155,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAxpJREFUeF7tl7tLW3EARr8scfExBFtECjoYnxWcfYFQXAQR+hc4CYKIDu3sLriGTo6lFTWKL4p/gO5dKwUfqW7q4JJbrpc2SCqJ5JKclC+LCr/cezwnH1cTkgJV8Gp726bM14zSqbS6U90VXMlvDQ0kHIT1QXAQVg8vBNbDQRyEZgDG42eIg8AMwHC8EAeBGYDheCEOAjMAw/FCHARmAIbjhTgIzAAMxwtxEJgBGI4X4iAwAzAcL8RBYAZgOF6Ig8AMwHC8EAeBGYDheCEOAjMAw/FCHARmAIbjhTgIzAAMxwtxEJgBGI4X4iAwAzAcL8RBYAZgOF6Ig8AMwHC8EAeBGYDheCEOAjMAw/FCHARmAIbjhTgIzAAMxwtxEJgBGI4X4iAwAzAcL8RBYAZgOF6Ig8AMwHC8EAeBGYDheCEOAjMAw/FCHARmAIbjhTgIzAAMxwtxEJgBGI4X4iAwAzAcL8RBYAZgOF6Ig8Rr4PRUOjyURkel8fF4r12Lq9X9QsIIPT3S+bm0u1sLhfHes66D7O1J29sFIUND0txcvIKqfbW6DjI2JvX2FpRdXEg7O9VWGO/96jbIwYG0uVksY3BQmp+PV1I1r8YOsroqra1JQSCtrEizs3/dhA/xvr5iVZeXUjZbTYXx3osbpKFBmpmJftuWlujrxoZ0c6Ojo+jb5179/dLCQryiqnU1ZpD7e2lp6amD8Ok9PS1lMhoZkULpz73qeSXMIGGMszOptbXI+bfEO30J3pf8wIYP+8XFksdwB5hBwif2+rrU3FwQdn0tpVIa/v5JAwOlPV5dPf2TuPQ7GCeYQUI3U1NSe3v0b/jk5KOt4x+d+tz5sWxz6bS0vFz2ccRBbpBQT1eXNDERidrf1/Cbn2Wt44/ZXE7a2kJ4Lhui4iBNr5rU+LpRd7k73f66LfvGLz2YTHYon/8gKS8pUBBEX//1cxD+mfx4Lq9kMquHh5OX3q5m5ysOUjPy//TGDgIL6yAOAjMAw/FCHARmAIbjhTgIzAAMxwtxEJgBGI4X4iAwAzAcL8RBYAZgOF6Ig8AMwHB+AwpUyRdsZ9VQAAAAAElFTkSuQmCC'>"
652,2,1,Introduction1_Alt,obj1,204.60000610352,449.59999847412,24000,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAA4RJREFUeF7tmLtLW1Ecx78JElAjDkKL+FbQqYOL0ElxEjs6OPjYRFFcfaVRKJ0cdK3g4OAY/4JGEfG1+gBxkHZtBx+YoYrmlkMqNTXIvc0h+R74XggRPed3vvfzyTcJhgB4yOOqfleNlcQKWqta0VbVlsckbTUEQhLC9UKQEC4fagiZDwmREDYCZHn0GSIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEkJGgCyOGiIhZATI4qghEmKRQF0d0NubGbizA5ydWRxenFHuNqSjA2hvBzY2gL6+DL2LCyCZLA5JS6e6KeT8HFhaykaQSgGRCNDfD/T0WMJT+DFuCkkkgNVVoKHhJbGyMmB5ufAkLZ3ophDPA8bGshFsbwNdXcDiIlBZaQlP4ce4KcRwKi0FhoeBrS2guztDbm0NuLsrPEWLJ7orxEBYWADW1/E58gnet++I/4pZRFOcUW4LATAyAoTDGXixGFBfXxyQtk51XsjQEGA+x821twecntpCU5w5TgsZHX0JbW4u95ev4uANfqrTQp634+nW9/eBk5PgIFh2OCvEfOs1335zXbOzQGMjC+JgOZwVMjgIlJfnvtmDA+D4OBgIltVOChkfBx4fX0c4MwM0NQXDvLkJ7O4CIUPlz9XZCZhHoS4nhbzWjidwh4fA0VEwjOat7vIye09NDTA/H2xOPqudEzIxATw8+Lvl6WmgudnfWrPKtOrqSkL8EwMwMABEo/62BG2JEXh9nT27thaIx/2dZ2OVUw2ZnATu74Pd9tQU0NLib49Ze3PjuJCKNxWIvo0i9SOF25+3/u78P1eVlHwBkAbgwfMyz5nHv79LP/u7+fmjrxPD4Q/wvPcAzP9iQgiFzHMS6fRXX/ttLMq7ITZCaMZfAhJC9mqQEAkhI0AWRw2REDICZHHUEAkhI0AWRw2REDICZHHUEAkhI0AWRw2REDICZHHUEAkhI0AW5zegJeIXu6HHTAAAAABJRU5ErkJggg=='>"
652,3,1,Basic,obj3,84.600006103516,376.59999084473,26324,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAArBJREFUeF7tnbFKM0EYRe++gNhrYS0WgkXAykq0sxIEwdKHsMiAvdb6DrbbCaYWISkDPoEIvoER/St/o84OzOfNclLPzHfnHC4L2UCa2Ww2Ex8bAg1CbFx8BEGIlw+EmPlACELcCJjl4RmCEDMCZnFoCELMCJjFoSEIMSNgFoeGIMSMgFkcGoIQMwJmcWgIQswImMWhIQgxI2AWh4YgxIyAWRwaghAzAmZxaAhCzAiYxaEhCDEjYBaHhiDEjIBZHBqCEDMCZnFoCELMCJjFoSEIMSNgFoeGIMSMgFkcGoIQMwJmcWgIQswImMWhIQgxI2AWh4YgxIyAWRwaghAzAmZxaAhCzAiYxaEhCDEjYBaHhiDEjIBZHBqCEDMCZnFoCELMCJjFoSEIMSNgFoeG9E7I5aV0eCitrJhdbTHjlDdkOpUuLqSHB2lrS7q5kZ6fF5OCUepyIbu70tOTNBj8u87jo3R7a3S1xYxSLuToSFpa+nzrq6vFpGCUulzI6qr08iIdH0vX19L+vtS2n652etr9ptvb0slJ93192dGklIr/YWeQkvY2NvQ6ner87OwLk7Yddua0ttZqff2+877hsPuszkMCNjSSioUE5Mse0Zd/bkJItvKYhQiJ4Zw9BSHZqGIWIiSGc/YUhGSjilmIkBjO2VMQko0qZiFCYjhnT0FINqqYhQiJ4Zw9BSHZqGIWIiSGc/YUhGSjilmIkBjO2VMQko0qZmFvhTRNIx28v338+vpxPBlrMp4obSa5vdjqt5AdzQV+N7rTaDxCSM3S///G8KMhCKmJ/OezEfJ37OdORghCqhDgoW728yGEIKRK08UzpA7X4lMRUoyuzkaE1OFafCpCitHV2YiQOlyLT0VIMbo6GxFSh2vxqd8J+fbAZfFtbzHtjI1zhfyyLyW/9yFvZi8/8y8h38IAAAAASUVORK5CYII='>"
652,3,2,Basic,obj1,459.60000610352,370.59999084473,17992,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAsNJREFUeF7tnTFKY2EYRe/bgAqWCm7AQrFIazXEbipBFLIAC3st8qMLsNZeO1PaCWYBQl4puAIjCFYyxWSYCEI0ZvTl+82dcCzF/77LOV4S8gKv6PV6PfFjQ6BAiI2LfhGEePlAiJkPhCDEjYBZH15DEGJGwKwOC0GIGQGzOiwEIWYEzOqwEISYETCrw0IQYkbArA4LQYgZAbM6LAQhZgTM6rAQhJgRMKvDQhBiRsCsDgtBiBkBszosBCFmBMzqsBCEmBEwq8NCEGJGwKwOC0GIGQGzOiwEIWYEzOqwEISYETCrw0IQYkbArA4LQYgZAbM6LAQhZgTM6rAQhJgRMKvDQhBiRsCsDgtBiBkBszosBCFmBMzqsBCEmBEwq8NCEGJGwKwOC0GIGQGzOiwEIWYEzOqwkP9ByOHh51rOz0u7v46lzU1pYeFzh/irkQSGLqRel5aWRpNrnT2ru70n3dxIa2vSxYX08ADuMQlUEtJqSd3VH9L9vVSrvVS4u5Oursasw/EvC+nL6Era2pJmZgYJnpxAdEwCXxLyKuPvRRcXpcdHaWdHOj2VNjaky8sx63C8SCm9e8LO+XlTs7ODcMrySfv7xwO/rKWk+vKyft/e6ujgYKI0m83mRK8fdfFC0lQ88mhantyEkKh/7aAchASBjIpBSBTJoByEBIGMikFIFMmgHIQEgYyKQUgUyaAchASBjIpBSBTJoByEBIGMikFIFMmgHIQEgYyKQUgUyaAchASBjIpBSBTJoJypFVIUhfRTajQa71B1yo7KTqm0kuR2Y2u6haxrKPDr9rXanTZCglY9NObtHcP+QhCSE/nobIRMjj0LMWOPEIR8HwHeZZl9nwshCMkzf95l5eFaORUhldHlOYiQPFwrpyKkMro8BxGSh2vlVIRURpfn4EdCPrzanPi0N4+Kl9ShQv5xwZT87of8AdlzTvPunUByAAAAAElFTkSuQmCC'>"
652,3,3,Basic,obj3,255.60000610352,380.59999084473,26286,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAArlJREFUeF7tnTFKY1EARe/fgEyvS7AICAasphDRRqYSBMHSzg1Y5MP0WusebO0EswAhKQOuQAR3YESnmjHOzH+5j1zDsX/333eOl4BfSDOdTqfiJ4ZAg5AYF+9FEJLlAyFhPhCCkDQCYX34DEFIGIGwOiwEIWEEwuqwEISEEQirw0IQEkYgrA4LQUgYgbA6LAQhYQTC6rAQhIQRCKvDQhASRiCsDgtBSBiBsDosBCFhBMLqsBCEhBEIq8NCEBJGIKwOC0FIGIGwOiwEIWEEwuqwEISEEQirw0IQEkYgrA4LQUgYgbA6LAQhYQTC6rAQhIQRCKvDQhASRiCsDgtBSBiBsDosBCFhBMLqsBCEhBEIq8NCEBJGIKwOC0FIGIGwOiwEIWEEwuqwEISEEQirw0KWTsjFhXRwIK2uhl3ta9YpX8hkIp2fS/f30saGdH0tPT3NTWF7u3vE6am0v9/9XOKJciE7O9Ljo9Tv/7rXw4N0ezv3HU9OukdsbUnHx93PJZ4oF3J4KK2s/H6ny8u573h11T1ic1Pq9bqfSzxRLmRtTXp+lo6OpDeKe3vSzU3iHb9Up6Zt2+Jv2Om3rXbX1/Uymejn2dlCLz4YDBb6fNfDG0nFQlwlHDnL8s1NCHH8NhgzEGKE6YhCiIOiMQMhRpiOKIQ4KBozEGKE6YhCiIOiMQMhRpiOKIQ4KBozEGKE6YhCiIOiMQMhRpiOKIQ4KBozEGKE6YhCiIOiMWNphTRNI/14e9f+8WX7aDzSeDRW22uV9mJruYV810zgd8M7DUdDhBiX/SHqzzeG7wtBSE3kf89GyOLYz3wyQhBShQAf6mH/PoQQhFRZuvgMqcO1OBUhxejqHERIHa7FqQgpRlfnIELqcC1ORUgxujoHEVKHa3HqZ0I+Dfwm/tpbTPs/Ds4U8o9zbZv3PuQVOZc/8yNwFLcAAAAASUVORK5CYII='>"
652,3,4,Basic,obj2,164.60000610352,352.59999084473,15460,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAttJREFUeF7tnT9KK3EUhc9sQOx1ARYWgkXaV4l2VoIgZA1iaZF5vFqtdQ+2doIBWyEpLAKuQAR3YB4TUTR/nHDhDsfhS5175/y+L8dIJpBiPB6PxcOGQIEQGxeTIAjx8oEQMx8IQYgbAbM8vIcgxIyAWRwaghAzAmZxaAhCzAiYxaEhCDEjYBaHhiDEjIBZHBqCEDMCZnFoCELMCJjFoSEIMSNgFoeGIMSMgFkcGoIQMwJmcWgIQswImMWhIQgxI2AWh4YgxIyAWRwaghAzAmZxaAhCzAiYxaEhCDEjYBaHhiDEjIBZHBqCEDMCZnFoCELMCJjFoSEIMSNgFoeGIMSMgFkcGoIQMwJmcWgIQswImMWhIQgxI2AWh4YgxIyAWRwaghAzAmZxaAhCzAiYxVmqIYeHUq8nbWyYpW9hnFohlYyVlfeTHx/PkXJxIR0cSGtrLcTT/JF+FPJVxke0TymjkXR+Lj08SNvb0vW19PLS/AladsWFQqpWVEKmH4+P0v29pJ0d6flZ6nTen/L0JN3etgxP88f5sSHTUj5lVDnn1efysvkTtOyKte8hH1K+yaggrK9Lr6/S0ZF0dSXt7Uk3Ny3D0/xxirIsa39h5+ysp5OTvzPpOmWp3c1NvY1G+nd62nz6L1fsVf8GtuBRSKoV8hvO2ZZfbkKI2asNIQjJIcCfrByu4a0ICaPLGURIDtfwVoSE0eUMIiSHa3grQsLocgYRksM1vBUhYXQ5gwjJ4RreipAwupxBhORwDW9FSBhdziBCcriGt04LKYpC2pe63e7MzsFwoOFgqHKrlNuNrdZ+/D4R8qf6PtnsncS7/p36gz5Cwi//JQbnNgQhS5BLegpCksBG1yIkSi5pDiFJYKNrERIllzSHkCSw0bUIiZJLmkNIEtjoWoREySXNISQJbHQtQqLkkuYQkgQ2uhYhUXJJc4uELLzcqvi0N8nFZO1cITUXLEu/+yH/AUrTTvOqdZaTAAAAAElFTkSuQmCC'>"
652,3,5,Basic,obj2,53.600006103516,376.59999084473,11789,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAtxJREFUeF7tnbFKI2EYRe8UtrK91jZaCBZp10bWzkoQhDyIRQa211K0t7S1E8wDCJMyYG0hgo2tmyW6AaMzUX6+n9zNHJtAYO7cnJPLBCeQYjQajcSfDYECITYuXosgxMsHQsx8IAQhbgTM+nANQYgZAbM6LAQhZgTM6rAQhJgRMKvDQhBiRsCsDgtBiBkBszosBCFmBMzqsBCEmBEwq8NCEGJGwKwOC0GIGQGzOiwEIWYEzOqwEISYETCrw0IQYkbArA4LQYgZAbM6LAQhZgTM6rAQhJgRMKvDQhBiRsCsDgtBiBkBszosBCFmBMzqsBCEmBEwq8NCEGJGwKwOC0GIGQGzOiwEIWYEzOqwEISYETCrw0IQYkbArA4LQYgZAbM6LAQhZgTM6rCQ/01IVUnr69LSklnzBa0zcyFjGaen0svL2yNS8r8LGoVMZEwqNEo5OZH296WVlfxtW3CGWiEfZdRKGQ6l42Pp9lba2pIuL6XHxxYgy/sSGxeytiZtb0+f/OJCen7+99zOjvTwIHU6b0/c3UnX13nbtiB95jXkvZQpGWMwBwfS8vI0orOzFiDL+xK//Ng7lnJ//24Zkz6rq9LTk3R4KJ2fS7u70tVV3rYtSC/Kskz+hZ1OWerXxob+DIf6fXQ0V1y9Xm+u5486eSEpWUhUiYicRfnlJoREvBsCMxASCDMiCiERFAMzEBIIMyIKIREUAzMQEggzIgohERQDMxASCDMiCiERFAMzEBIIMyIKIREUAzMQEggzIgohERQDMxASCDMiCiERFAMzFlZIURTSntTtdj/hqgaVBtVA5WYptxtbiy3kp2qB3/Rv1K/6CAlc9qeoj3cMXxeCkJzIZ2cjZH7sa8+MEIRkIcBF3ezrQwhBSJali2tIHq7JqQhJRpfnQITk4ZqcipBkdHkOREgersmpCElGl+dAhOThmpzaJKQx8If4b28y7W8cWCvki+PK0u9+yF8CalnzJfJ8sAAAAABJRU5ErkJggg=='>"
652,3,6,Basic,obj1,68.600006103516,377.59999084473,21253,1,12,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAslJREFUeF7tnTFKY1EYhc/rxEKmEQuzBIsBi7RTydgNKQRBSDWrcCAXXMDUugentBMM6QQhaSKCK3AEdzAZjDZqXhJv/ksO4bOUd887fF8OD3xCqtFoNBI/NgQqhNi4GBdBiJcPhJj5QAhC3AiY9eEZghAzAmZ1WAhCzAiY1WEhCDEjYFaHhSDEjIBZHRaCEDMCZnVYCELMCJjVYSEIMSNgVoeFIMSMgFkdFoIQMwJmdVgIQswImNVhIQgxI2BWh4UgxIyAWR0WghAzAmZ1WAhCzAiY1WEhCDEjYFaHhSDEjIBZHRaCEDMCZnVYCELMCJjVYSEIMSNgVoeFIMSMgFkdFoIQMwJmdVgIQswImNVhIQgxI2BWh4UgxIyAWR0WghAzAmZ1WAhCzAiY1WEhCDEjYFandiHr69La2uy2W1vS7e3s67hiPgK1QjY3pVZrekivJw1//pYODqTt7fnuyFVTCWQL6f35q2Hrl3RzI+3uSufn0uMjuBckkCVkvIzGnvTwIDWbLxXu76XLywXrcPzTQsYyhpIOD6WNjbcET08huiCBWiGTHgnPv7u+fr1joyE9PUlHR9LZmbS/L11cLFiH41VKKfsbdpop6fvOjv7d3enk+HipNDudzlLvH3XzSlK2kKgSETmr8s1NCIn4NARmICQQZkQUQiIoBmYgJBBmRBRCIigGZiAkEGZEFEIiKAZmICQQZkQUQiIoBmYgJBBmRBRCIigGZiAkEGZEFEIiKAZmICQQZkQUQiIoBmasrJCqqqQfUrvd/oCrP+hr0B8ofU1ye7G12kK+aSLwq+6Vuv0uQgKX/SHq/RvD8UIQUhL59GyELI/9xDsjBCFFCPBQN/v3IYQgpMjSxTOkDNfsVIRkoytzECFluGanIiQbXZmDCCnDNTsVIdnoyhxESBmu2al1QmoDv4i/9mbTnuPgRCEzzqXk9z7kP065SfMxa9EEAAAAAElFTkSuQmCC'>"
652,4,1,FallAlt,obj3,247.60000610352,350.59999084473,24100,0,12,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAzhJREFUeF7tnb1KI1Ecxc+ApcW+gBCxtFGwtNbSl1gUG1/AQBLwAVxIY7G1nYlfIPgIFlbWWmj8fAazZMawMV+TzIzOmd2fICFw750z53fP/d8ZZzBot9tt8WPjQAAQGxahEIB48QCIGQ+AAMTNATM91BCAmDlgJoeEAMTMATM5JAQgZg6YySEhADFzwEwOCQGImQNmckgIQMwcMJNDQgBi5oCZHBICEDMHzOSQEICYOWAmh4QAxMwBMzkkBCBmDpjJISEAMXPATA4JAYiZA2ZySAhAzBwwk0NCAGLmgJkcEgIQMwfM5FgkJAiC0Ja8XgjO+/i9cwIgnTdfc54QAOlbpgBiZghAADJyK0ENoYYMTo68l4y8j09RN1syAQKQ8ZfDeS8ZeR+fhJAQEjLpLTOLbe+kYv+HdgAxowwQgJg5YCbHKiGXl52/iUjv79HnqN+NDTMXM5RjBWRrK/7Mzs+l+/v4dkVtUTggZ2fSw0NR7Y7XXTggp6dSqxV/YkVtUTggJyfS42NR7Y7XXTggx8fS01P8iY1sMTcnra1JnYHe3lIM9DVdCwek2ZSenxOasboqLS5Gne/uot3BzU3Cwb6mmwWQWq0Wnl2rVYk9y1RA1telUunzMQ4O1D1+pRJ//FiBKRtYAOne/t7cjP9HDY2G9PKS8Kx799XX19LCgnR4yGNA/XZOA+ToSHp9TQhkf1+6upJmZ6MBtrelpSWAjAJye9vW7m7nwbXPLbrfu58zMwmBDOm2syMtL+f75GSvLKslq/Mo6SRX69nhiEICkD5Hu0tWtVrVxcX3FtaVld+q13+GivJ6ttg2IVnO/CRjAeTDtW5CkpiYZR+AAGRgPlkV9Sxne5KxSAgJISHjkkNCSAgJISETVFe2vX9NYpfVM2GoIdQQagg1hBoygQPUkKEmUUOoIdSQQtSQYD6Q5qVyuTzVepe28V59T2qkHSW7/jZLVgikJH33YzC1XzWpmZ2haUcCCECG1xASEvlCQkgICSnOLouizpLFLmswr+Htd4o6RT10gISQkLHXjmx72fay7WXbO8YBagg1pFg1JO3d0qn7/xB3e/tMi65D+t8hm9rZf6ODwy7rD5Zx6fPxhbxVAAAAAElFTkSuQmCC'>"
