PID,TRIAL,ATTEMPT,NAME,TOOL,"POS X","POS Y",TIME,SUCCESS,SCORE,IMAGE
665,3,3,Basic,obj3,55.600006103516,343.59999847412,14112,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAq9JREFUeF7tnTFKY1EARe/fgNjrElIIFilsppKxsxIEIQuxyIfptdY92NoJZgFCUknAFYjoDoygIDgmM+Z5H7mJx/7df/85uXzxC2kmk8lE/MQQaBAS4+K1CEKyfCAkzAdCEJJGIKwPzxCEhBEIq8NCEBJGIKwOC0FIGIGwOiwEIWEEwuqwEISEEQirw0IQEkYgrA4LQUgYgbA6LAQhYQTC6rAQhIQRCKvDQhASRiCsDgtBSBiBsDosBCFhBMLqsBCEhBEIq8NCEBJGIKwOC0FIGIGwOiwEIWEEwuqwEISEEQirw0IQEkYgrA4LQUgYgbA6LAQhYQTC6rAQhIQRCKvDQhASRiCsDgtBSBiBsDosBCFhBMLqsBCEhBEIq/O+kJ0d6fZ2/naPj/Of4cRsAh+EdDrzozo7m/8MJ74gBEgZBHioZ3h4b4GQlRNyeiodHEgbG2G3tpx1yhcyHksnJ9LNjbS9LV1cSA8Py0khqHW5kN1d6f5e6nbfbufuTrq6Crq15axSLuTwUFpb+3jX/A787U9BuZDNTenpSTo6ks7Ppb096fLy24V+ekDTtm3xN+x021a/Ox09j8f6c3y8UJb9fn+h13ddvJFULMRVwpGzKt/chBDHp8GYgRAjTEcUQhwUjRkIMcJ0RCHEQdGYgRAjTEcUQhwUjRkIMcJ0RCHEQdGYgRAjTEcUQhwUjRkIMcJ0RCHEQdGYgRAjTEcUQhwUjRkrK6RpGmlf6vV6n3ANR0ONhiO1W63SXmyttpBfmgr8enCtwXCAEOOyP0X9/cbwdSEIqYn839kIWRz7qVdGCEKqEOChHvbvQwhBSJWli2dIHa7FqQgpRlfnIELqcC1ORUgxujoHEVKHa3EqQorR1TmIkDpci1NnCZkZuC7+2ltM+wsHpwr5z7m2zXsf8gIdLT/zgfKhSwAAAABJRU5ErkJggg=='>"
665,4,1,FallAlt,obj3,354.60000610352,357.59999847412,15424,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAypJREFUeF7tnL1O40AUha8lGmgIb8A2SAhtQUdBwwPQ0iNFgrdIXFBQbgmiXoluWx4BCfEAVDwCEgUNkldjx1pv4oQZM8bH5kuHdDNz53xz5l7/hCTLssz4yCiQAESGRZ4IQLR4AESMB0AAoqaAWD7UEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYungEICIKSCWDg4BiJgCYulIOCRJklyWrn4Q3PX81T3RfyCXl2b398WadnfNLi6C9zxA5iRrLMjjo5kDMhqZvb2Zra+bnZ6aHRwEQWk8f9AsfsH9dogDcXxstrFRrPb62mxz0+zlxW/1syiAxHLI+bkrPP+P5v52YAI+AIkFxI2zt2d2eGj2+mr28GD29BSAoggFSEwgwfIvfgEgAFm6jfpd1CO4gyOrRsTqkbG2Fkllz2He36khC1JVgZydeSoZKezqCiAAWbGZJGpIpM0+iGEAIoYRIADpRoGtreI21/NzN/P7zvotHOJgnJwUktzdaUMZPJAqjHKXKkMZNJA6GOpQBgtkFQxlKIME4gNDFcrggITAUIQyOCBO5J0ds6Mjv0bTPe29vfWL/YooCSBpmuZrnUwm0dbsA6WE0cb8TRciAaStJ3aroFSd0db8TaAMGsiy42v+mALI3NZpW5CqU+pqRtvzhzhl8A4pxXBQ9vfrCzhAljhkOp2GbKZoseW8Xb1bXF2IlEOiKdxwIIDMhCuPjIY6RvsaQACysJk4siqS4BAcgkNWFRwcgkNwCA7xaEppe/+JRJdFl7VoGRyCQ2oPUrosuiy6LLosuiwPBagh2jUk+ZGY/TQbj8dBND8bfPP7xkzoFRyZop4D2Y77Go4PrPRXavbHJ/JrYgACkPouC4cUuuAQHIJDenEdwpHFkZUrQJdVc6M1y7IMh+AQHLKkmOUPqHAIDsEhOOTj2y9cGHJhyIVhry4MPzZ15IiRcbd3TtKiy5r9M/zIcvduOIUa8hft++rzmEavlgAAAABJRU5ErkJggg=='>"
665,4,2,FallAlt,obj3,328.60000610352,355.59999847412,11349,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAz5JREFUeF7tnL9KI1EYxc+AjTbmEXYbQWTB0sLGB/AhhIBi5RskKSwstxLFemG7bX0EQcTaykcQLGyELHeSsLNJJpmZ3N2cO/zSBe6fb87vnvt9d2aSbDgcDsXHRoEMIDYs8kAA4sUDIGY8AAIQNwXM4iGHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwCweHAMRMAbNwcAhAzBQwC8fCIVmW5bKs6wfB656/uCbSB3J1JT08jK5pd1e6vKy95gEyJVljQZ6epACk05E+PqTNTenkRDo4qAWl8fy1ZqnWOG2HBBDHx9LW1uhqb2+l7W3p7a3a1Y9bASSWQ87OQuL5e7TwPYCp8QFILCBhnL096fBQen+XHh+ll5caKEZNARITSG35ZzsABCClyyjtpB7BHWxZc0QsbhkbG5FUrjjM5yc5ZEaqIpDT04pKRmp2cwMQgCxYTBY5JNJib8UwADHD2Fogz8/S/r6Z2hXCaSWQAOP6Wrq/l15fK6hg1KR1QCYwJhqnBqVVQKZhpAilNUDKYKQGpRVAlsFICUryQKrCSAVK8kB2dqSjo3plUnj0fnFRr8//ap08kCBUHSjOMPI7zw7//T4YDPIF2Ov1Gi/EKlDKYMSYv3HgUx0tgMR6YrcIyiJnxJo/BpRWASnbvpZtUwCZtmnkNxeLTlkGI9+3I8+/ilNa55CJGAHK+Xm1agogJQ7p9/urLK7GfSfzruvd4mLgVg5prGikjgAZCznZMiLp2ngYgABkZvGwZRUkwSE4BIcsSjA4BIfgEBxSoQil7P0jElUWVdasZXAIDpm7kVJlUWVRZVFlUWVVUIAc4p1Dsq+Z9E3qdru1aK7a+O7HnfRz1VHi9bdJ6jmQL6u9htNElsH3gfSrSc9/0wcgAJlfZeGQkS44BIfgkCTOIWxZbFm5AlRZc260hrffcQgOwSElySx/QIVDcAgOwSHLb7dwMORgyMEwqYPhclNHbtERd3unJB1VWeOfdEWWO7nhHHLIb5KX7vPSEgnVAAAAAElFTkSuQmCC'>"
665,5,1,BalanceUnder,obj3,293.60000610352,342.59999847412,15799,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAA3BJREFUeF7tnc9KalEchZcgBBk0SZAQGkQzBxE4FM0GCk76h4IF6SAFHdxHUN+ihs4b3HlE9wFq1rRpjYLbE3g5Rtcut2J79t661HWGtffPdb7vLP8cBCODwWAAHTQEIhJC42IYREK4fEgImQ8JkRA2AmR59BoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJCRoAsjhoiIWQEyOKoIRJiR+D6Gri6+n7G5aXdY0xz98w1REKmebl88tgS4khIrwc8Pf077P4euLsb7wEkZDxeX66WEDOQE3sNkRAJMSNAtkoNWUQhwdOVq+PxEbi5+X7a+fno/+8/NbC7C+RyrlL4mzORhjSb/k7AdPL6OtDpmK6e3rqJCPkIIhL5/2Q/+9v7qm53VK9cLotcyMs8m1VDnFxmkQ+2ut0uOrNwmVuc+UQaYpEPEmJDz8NeCfEA1WakhNjQ87BXQjxAtRkpITb0POyVEA9QbUZKiA09D3sXV8jxMfDwADw/A6+vHtCGG7mYQhIJYHsb2NgAbm+Biwsgnw9H0PGuxRQS3Hnb2wOWl99wHhwAxaJjtBpnQmB06+ToCFhbe/uOzcuLyV6t8UCA/l6Wh3OmHhncDB/+WnQ6nUalUkGz2cTKygp16HkO91eIyUmmUimcnJygVqshEbwR0OGcwFhCTB59c3MT9Xod5XIZW1tbJlu05gMB50JM6CaTSTQaDZRKJezs7JhsWZg1UxFiQjcej6PdbiOfzyOTyZhsmYs1tEJM6K6urqLVaiGbzaJQKJhsoV8z00JM6MZiseHTY9Cyg+ADL/kx90JM+C8tLeH09HT49FitVk22eFsjIYZoo9EoDg8PUSwWh+8ifR0S4pLsPnB2dhZqYr/fB34CEhIK3xeb9oHOj3Bfj+wF37f9JSEudQAS4pan9TQJsUbodoCEuOVpPU1CrBG6HSAhbnlaT5MQa4RuB0iIW57W0yTEGqHbARLilqf1tH0Avy2m6JO6BTxPW/8Ae5sUGiBL1JcAAAAASUVORK5CYII='>"
665,6,1,Gap,obj3,507.60000610352,325.59999847412,6969,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAA79JREFUeF7tna9PI0Ecxd8qbEPAAyl/ASBQVCCwQIIhwRKCReBoBQpzGBJQJxAIBAqD4AiGHwE8pCRncKSKBEUvC53jjqNcd/ft9rs7r7rz9s3ns8N2p90QNJvNJvQyQyCQEDMuXotIiC0fEmLMh4RIiDUCxvroGiIhxggYq6MVIiHGCBiroxUiIcYIGKujFSIhxggYq6MVIiHGCBiroxUiIcYIGKujFSIhxggYq6MVIiHGCBirk2yF1OvA6CiwsABsbhqbWj7rxBeyugo0GsDVFTAyAhwdAff3+aRgqHV8IdPTwNMTMDj4Np3LS+D62tDU8lklvpCZGaC//+9Zb2/nk4Kh1vGFLC8Dp6fA+DiwswMMDwO3t4amls8q8YWE8z07A6amgLm5Nyl6JSaQTEjiwyvgIwEJMXZOSIiEGCNgrI5WiDUh5XK5eXd3Z6yWv3UCAK9PUM3Pz2N3d9dfEkZm/luI67O1tYWlpSUj9fyr8Y8Qh+Di4gJjY2P+EenyjNsKcb0ajQZKpVKXa/pz+P8KcSj0sG42J0XHQsI6QRDg5eUlm2aeHiWSEMeot7cXj4+PniJLd9qxhLhKlUoFx8fH6Tb0LD2REMdqZWUFGxsbnqFLZ7oUIa7a/v4+Zmdn02nqSSpViGNWr9cxNDTkCULuNFMRoo/K8SWlKkRioovJREhYq6enB8/Pz9EbejYiMyGOa7lchrb7259lmQtxVYq63T85CeztAX198ZZ214S4ukXb7l9cBNbXcyzEiSnKdn9hhDgxed/uL5yQvH9ULqyQUEwet/sLLSSP2/1eCMnTdr9XQvKw3e+lkHYX/loNODiIfkN2cxN9TLsREvIHmVDIw0N0uJYe/Or6nXp0fO8jPv4SRkKS0CSM/UzI4WH04PPz6GPSGlGoFZIWpCxzJSRL2h0cS0I6gJTlWyQkS9odHEtCWpBq32pACZioTHSALd5bTn6cAD+BtbW1tgES0kITDAbAwNew4ml4H1XbDO9cga9+uC4hEpL0PGt/Y5gkWSskCb3WWOYzKxIiIZ8S0DVE1xDC0tCfLB5EZpKuIUyahCwJIUBkRkgIkyYhS0IIEJkREsKkSciSEAJEZoSEMGkSsqrVKiHlLaL6vardXhpNRtAAJITBkZYhITSUnCAJ4XCkpUgIDSUnSEI4HGkpEkJDyQmSEA5HWoqE0FBygiSEw5GWIiE0lJwgCeFwpKVICA0lJ0hCOBxpKRJCQ8kJkhAOR1qKhNBQcoJaQjhhbVLC/2lQ5McRUoWXYvhXXz3/AkbsgfPLUF4rAAAAAElFTkSuQmCC'>"
665,6,2,Gap,obj1,349.60000610352,434.59999847412,21894,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAABBZJREFUeF7tna9PI0Ecxd8qbNMED6T8BYBAUYkFAoYECSFYBI5WYw5DAuoEOAQKAwlHMPwI4CElweBIDSQoetn25gKl285uv7P9buetZefNm/fZx9JptwS1Wq0GHmoSCAhEDYu6EQLRxYNAlPEgEALRloAyP7yHEIiyBJTZYUMIRFkCyuywIQSiLAFldtgQAlGWgDI7bAiBKEtAmR02hECUJaDMDhtCIMoSUGaHDSEQZQkos9NdQyoVYHwcWFoCtreVLS2bdpID2dgAqlXg9hYYGwNOToCnp2ymoMh1ciAzM8D7OzA83FjOzQ1wd6doadm0khzI7CwwOPh91bu72UxBkevkQNbWgIsLYHIS2NsDRkeBhwdFS8umleRAwvVeXgLT08DCQgMKj64T6A5I19NToDkBAlF2TRAIgShLQJkdNkQbkEKhUHt8fFRmy187AYD6E1SLi4vY39/3NwklK/8PxPjZ2dnB6uqqEnv+2fgBxERwfX2NiYkJ/xLp8YojgRhf1WoVuVyuxzb9mb4jEBMFH9ZN56KwBhLaCYIAn5+f6TjzdJZYQExG+Xwer6+vnkbmdtmJgBhLxWIRZ2dnbh16pt4VEJPV+vo6tra2PIvOzXJFgBhrh4eHmJubc+PUE1VRICazSqWCkZERTyKUXaYTIPxTOTkkp0AIJj6YVICEtgYGBvDx8RHfoWcjUgNici0UCuB2f/RVljoQY4Xb/a2h9AyIscPt/u9geg7E2OF2fyMJNUAMGN+3+9UB8f1PZbVA6vX1cLtfNRDTFp+2+zMBxIDxYbs/U0B82O7PJJCoG3+5DBwdxd9rub+PP8bViL4D8vISPypND34RCAACiX8RtxzR/NGk8FfW8XF88aur+GNcjeirhrgKKU1dAkkzbYu5CMQipDRPIZA007aYq6+AzM83vu0j7nF6CpR/lYEcMFWcijvc+vzzP+fAM7C5uRk5pq+AhKtcWbHOp37iwQHw9gYEwwEw1D6seMo/zy5vh69cgXYfXO87IPk8EDbF9jCvQQjENrE250VdabYtMe0IpyAQh0BsW/L1FTqBOARicy/52g42RABGKNHu5tipJc37V2yIAJROj9lF3Uua28GGCMDo1JDw51EtabW7y4YIQOnUkFb3klbtYEMEYNg0pFVLot77YEMEoNg05GtLotrBhgjAsG1IeJ759sHl5eiJ2RABKLYNsZmKQGxS6nAOgQiEKClRKpXE5Eq/S9ztFUtTQmgIBCKRo5gGgYhFKSNEIDI5iqkQiFiUMkIEIpOjmAqBiEUpI0QgMjmKqRCIWJQyQgQik6OYCoGIRSkjRCAyOYqpEIhYlDJCBCKTo5gKgYhFKSNEIDI5iqkQiFiUMkL/gMiIRaiE/9Ognx9HcBqeQ/F2bz3/BdDDlfOuJ5NGAAAAAElFTkSuQmCC'>"
665,7,1,Lid,obj2,456.60000610352,367.59999847412,32480,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAA25JREFUeF7tnTFPImEQhl/gB5jQmNhSXWEosLK5+wNGSgsSsdGO3oaF/kKvCVESSwnXabS5a238Cf4ECysrLntqTskq387OLAP7bmJjvplv9nmcOGx2l9J0Op2CR2YCpRJwePiSJiZ6eipLWaIQGbjZKArR4aiWhULUUOokohAdjmpZKEQNpU4iXSHNJrC+DtzeAtvbwMWFTpUFyqIrZG8PWFv7j+/uDri/LxDO7KeqK+To6GNFz8/A+Xn2KguUQVdIuw1cXwO7u8DjI3B1BTw9FQhn9lPVFRLX02gAm5vAeEwZAj9qQiaTybQZ/1PnkYnAeyFxopMTWbpSfOnlfWi9Xsd4PEatVpNlLGiUmZAknq1WC6PRCOVyuaC45592rkKSyun3++h2u/MrLciKhQuZ5VypVDAYDNDpdAqi4ONpuhOSZKFarWI4HKIIQ8NSCEmStKpDw9IKWdWhYaWErMLQsPJClm1oKJwQ70MDhXwyXC9qaKCQFJ928rjSQCEphOQxNFBIRiHaQwOFKAvJOjRQSA5C0lxpoJAFCZnd9u3WaAqhECcEnJXBDqEQZwSclcMOoRBnBJyVww6hEGcEnJWj3iF8xlDHsNoHQwrREXJw8PL0bSwmPs7OZHn5FK6Mm1kUhZihlSWmEBk3sygKMUMrS0whMm5mURRihlaWmEJk3MyiKMQMrSwxhci4mUVRiBlaWWIKkXEzi6IQM7SyxBQi42YWRSFmaGWJKUTGzSyKQszQyhJTiIybWRSFmKGVJaYQGTezKAqZgzZ+DeXlZfKimxvg4UHXDYVQiO5flHU2dog14ZT5KSQlMOvlFGJNOGV+CkkJzHp5LGT2tcZve8Z3KnLKsjbwRf7PxHxV0sYGEEXhRXPsDWeFra2kxf3XX85S/w3gD3Z2viOKfgTvQiHBqJIXll7vrp795qj4JaG9Xu/fT5SiRSiEQjIScBbODqEQZwSclcMOoRBnBJyVww6hEGcEnJXDDqEQZwSclcMOoRBnBJyVww6hEGcEnJXDDqEQZwSclcMOoRBnBJyVww6hEGcEnJXDDqEQZwSclcMOoRBnBJyVM69Djn8eY7+9H1w178sKRpW8cJ6Q6FeExrdG8C4UEoyKQjKiyiecHZIP5+BdKCQYVT4LKSQfzsG7UEgwqnwWUkg+nIN30RbyF1VFYKGXB4g3AAAAAElFTkSuQmCC'>"
665,8,1,Bridge,obj1,302.60000610352,546.59999847412,13848,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAzBJREFUeF7tnK9OK1EchKcagyEIMAhMUwcGh0BgQSB5AV4A1/YRkPAMPAGYm2BI+OOaJiSAAY1C783S29I/W7rbnrM7l3xre7Zndr7Ob9olbC1JkkQcNg7UAGLD4ksIQLx4AMSMB0AA4uaAmR46BCBmDpjJISEAMXPATA4JAYiZA2ZySAhAzBwwk0NCAGLmgJkcEgIQMwfM5JAQgJg5YCaHhADEzAEzOSSkLCDPz9L2tnR8LJ2dTd0VIGUAOT2VPj6khwdpa0u6vpZeXjJ3BkgZQA4OpM9PaWOjt9vdnfT4CJAyvM/c4/BQWlkZfen8HCCVATk5kW5upJ0d6eJC2tyUnp4AUhmQdOPbW2l/Xzo66kGZctAhlVKa3BwgADFzwEwOCQGImQNmckgIQMwcMJNDQgBi5oCZHBICEDMHzOSQEICYOWAmh4QAxMwBMzkkBCBmDpjJISEAMXPATA4JAYiZA2ZySAhAzBwwktNoNHg8kwuPbrerer0OEBcgtVrtSwodYkCkDwMgBjDS3uh0OgMlJKRCKP3eGJYAkAqBDI+qvgyAVAQkCwYdUhGM8d5gZFUEIt02qzcAUiGQaaOKDqkAyiwYdEiJUH7qDUZWiSDy9AZASgaSZ1TRISVBKQKDDokMJW9vMLIigyjaGwApAUjRUUWHRIQyLww6JAKUeXqDkRUBxCK9AZBIQBYZVXRIYCghYNAhgaAs2huMrEAgQvUGQAICCTWq6JAAUELDoEMWgBKyNxhZC4CI0RtRgaQPb06fFfzbjvQZyPf3vauKMaqidcj6urS29ttwSO/v0ttbXBh0SMHPTazeCDqy2u22Wq3W4D2TJCl4mcWX7+3lO2d5Wbq8zLc2z6qYo2owsiQl2pWazWYeTSNrUhj6M3paGUDSp3anT++edVxdSa+vs1blf/2/BJL/8r5Xpgkr8oGIAWQ86fNcR4hz0n/bCZqQeUQB5Ns1gPzzgoQMRYmEkJCJyUpCSEhm3dIhdMjkB4MOoUPokJ9+n5AQEkJCSEi+exh8y3L9lpWPX8aqsbu987xP0Q5ZWpJWV2fvlP4lIO/dXq8fhrOvLeqKokBiiHEB8hdoHZAKKLbm0gAAAABJRU5ErkJggg=='>"
665,9,1,Trap,obj2,82.600006103516,281.59999847412,6540,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAwNJREFUeF7t3D9OInEAxfGHJ7DUbhMTK4ttbGzwBm5BYgmF4g2MHdB7AU28gegBbPQC1mpjttLEhoLKxLABs39EZX7DML/fc/nSmcw4z/fhjRrjVAaDwUC8bBqoAGJjMQoCiJcHIGYegADi1oBZHr6HAGLWgFkcFgKIWQNmcVgIIGYNmMVhIYCYNWAWh4UAYtaAWRwWAohZA2ZxWAggZg2YxWEhgJg1YBaHhQBi1oBZHBYCiFkDZnFYCCBmDZjFYSGAmDVgFoeFAGLWQIo4S0vS1pZ0eyvd3EiPj39SsJDYIM2mdHIi7ey8XvnlRVpYkI6PRx8CEhtkcVHa3v571edn6fxc6vXU7XYBie2h62tpf19aWZEeHqTlZWlvT937e9VqNUCigwwveHAg3d29Xnp1Vd319REGt6wkGm8vOrxN/cYAJDHIOAYgCUE+wgAkEchnGIAkAJmEAUhkkCyMIJCLC+n0NDv505N0dpZ93LweEYIBSKR3RygGIBFA8mAAUjJIXgxASgSZBgOQkkCmxQCkBJAiGIDMGKQoxghE0sQnym1stLW21sqMPu+/h8wCA5DMt1nYAbPCCAKR2qpUJi9kVk9trAz3GvgaP3b4p+kUr1liBIM0m9m3rBRl/HvNo6P4CWaNAUgBwzIwgkF2d/MtJM+tp0Anb06NuZCyMAJBilf2Pz0auEwMQHK+18rGCAJpt9tqtfLdsnJ+nV/i8BgYgAS+FWJhABIAEhMDkAyQ2BiATABJgQHIJyCpMAD5ACQlBiBjIKkxskG+SfVGXY16I+DnkfeHXF1eST+nOjX6Sf1+X4eHh9GvO37ByX+g+iFVv1e1Wd2cKmin05Eupzp1bk8CxIweEEDMGjCLw0IAMWvALA4LAcSsAbM4LAQQswbM4rAQQMwaMIvDQgAxa8AsDgsBxKwBszgsBBCzBszisBBAzBowi8NCADFrwCwOCwHErAGzOCwEELMGzOKwEEDMGjCLw0IAMWvALA4L+Wog6hVMzL8j5Cow8wFmuT4bBxdu4BcIc2PA4GjiUwAAAABJRU5ErkJggg=='>"
665,10,1,Falling_A,obj1,356.60000610352,556.59999847412,14854,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAA9BJREFUeF7tnU8obGEchl8WioTYyIYSJaUosrAhRf5kpZQVKUrJirKwUBRlYSGhWLCQJZFsZEckLORaKCU7+ZfEZm7fPU3uHY5hzneut+M9O+ac37zf+3i+00wziQuFQiHooGkgTkBoWPwJIiBcPASEjIeACAhbA2R5dA8RELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsjgwRELIGyOLIEAEha4AsDqUhnZ1AQQHQ2+tPWxMTwMkJMD3tz3wvUymBtLQAa2vAw4OXpblfm5wMNDQAS0v+zPcylRJISgrQ1AQsLHhZmvu1ra3A6ipwf+/PfC9TKYEMDADX1/5tKWZLzMgARka8VOfPtZRAzFJNafHxwNSU3YX39ADPz/7B9pqWFkh7O7C5CVxeel3iv9dnZgJ1dcDcnN25tqbRAsnKAurrgdlZW0t15nR0AOvrwNWV3bm2ptECaW4G0tPtby1mK7y5AZaXbVVodw4tkPB95PQU2N62s+iaGiAnxz5kO+mcKfRADAwDxfUYHQV2d52HzavJ4WHXU/PygKoqAYn5Dyg/H6is/KDAgwPAAElLA56egMREoK0NKC9/9znNdrW1BZydxRzJ9wupDSkrA4qLndcL5nXDm8OAaGwEkpKch2ZmgNRU4Pb2zanmV/39wOHhq1C+txvDE1ADubsD+vqAjQ3g4uKd1XV1AZH/3MH8bMBEHLm5QHU1MDbmMGM9qIGY0sw2c3QE7Oy4VFhYCFRUOG987e+77kdh2xjfUPx7ZfRASkqA0lLvN2IDdm8PMLcd5oMeSHY2UFv74b06ar/Grvn5D7a+qBP+3wn0QI6PgclJO4V0dwNFRXZm+TWFHsjLCzA0ZGf5g4NAQoKdWX5NoQfi18JZ5woIGRkBERCyBsjiyBABIWuALI4MERCyBsjiyBABIWuALI4MERCyBsjiyBABIWuALI4MERCyBsjiyBABIWuALI4MEZDvaSD8caLFReDx8XsyfOZZf4Qh5rO84+OvdTB/WO5HAAnbEUbCbEnggUTaEYbCaknggUTawW5JoIG42cFsSaCBuNnBbElggUSzg9WSwAKJZgerJYEE8lk7GC0JJJDP2sFoSeCAGDvMF3y+epyff/UKf86PW/m1EvJntKbG0sBvMspGM7GRusAAAAAASUVORK5CYII='>"
