PID,TRIAL,ATTEMPT,NAME,TOOL,"POS X","POS Y",TIME,SUCCESS,SCORE,IMAGE
676,2,1,Introduction1_Alt,obj1,332,458,18266,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAADHElEQVR4Xu2cIUukURSGX6M4IrggDAgWMS3+CYvJZtJuEATBJAaDWUEwaDfJdotNrIIGETQLBkEcLIbd/XYYdsdd9zpz7tzv3MvzwRQv5573ex5fBgwOSfr+89P30/za1NG3I818mfn14bERGEKIDWDsaYTEJmq8DyFGgLHHERKbqPE+hBgBxh5HSGyixvsQYgQYexwhsYka70OIEWDscYTEJmq8DyFGgLHHERKbqPG+/IXs70t7e20M6+vS2poRSb3jeQsZH5cWF9sEj4+lpSXp5ER6eqqXqmF73kJWVqTnZ2lsrBvB4aEBSb2j+QrZ3ZVub/+md3MjLSxIGxv1ku1ze75Crq6kg4N/v/bqqjQ72yeSesfyFVJxm5+Xzs/b3x2vr9LlpTQ5KZ2e1kvVsD1vIdWLT09Lc3NtBGdn0t2dAUf9o/kLqZ9h1AQIiYrTfhlC7Ayj3oCQqDjtlyHEzjDqDQj5A+f2tvTw0M232ZSqn6d6EIKQVL9rve+hIb0zG+gEQgaKt/fLKyE7O91zW1t8h/ROsqAJvtSdyUQIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBaHhiDEGQFncWgIQpwRcBan2IYMD0tvb9L9vTQ15Yz6f+IUK6T6l77Vc3EhXV8jpFYCIyPS8vLvCJub+bSkyIZ02tFRklNLihPyvh0dKbm0pDgh79uRW0uKEvJRO3JqSVFCPmpHTi0pRkioHbm0pBghoXbk0pIihHy2HTm0pAghn21HDi3JXkir1d8fBRqN/uYGPWUWMjoxqsZEQ63Hll4eXwadt/j7zUKKJ5T4BRGSGHhoHUJChBKfIyQx8NA6hIQIJT5HSGLgoXUICRFKfI6QxMBD6xASIpT4HCGJgYfWISREKPE5QhIDD61DSIhQ4nOEJAYeWoeQEKHE5whJDDy07gf+9MIXvvb0dQAAAABJRU5ErkJggg=='>"
676,3,1,Basic,obj1,75,370,19189,1,10,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAACxklEQVR4Xu2dsUojYRhF79RarPgE9i4WAWubLJaCKS0Cgg9hM0FrH8CwL+ATpBKmFyGlhc22Wmhhu+xmYqUmmfDP95NrOIKNzH/nco6XBBNJ8W/yJb5sCBQIsXExLYIQLx8IMfOBEIS4ETDrw2MIQswImNVhIQgxI2BWh4UgxIyAWR0WghAzAmZ1WAhCzAiY1WEhCDEjYFaHhSDEjIBZHRaCEDMCZnVYCELMCJjVYSEIMSNgVoeFIMSMgFkdFoIQMwJmdVgIQswImNVhIQgxI2BWh4UgxIyAWR0WghAzAmZ1WAhCzAiY1WEhCDEjYFaHhSDEjIBZHRaCEDMCZnVYCELMCJjVYSEIMSNgVoeFIMSMgFkdFoIQMwJmdVgIQswImNVhIQgxI2BWh4V8JyFFIZ2eNjc+PJR6vebruKKZwMKF1ELOzhaHdLvIaMa8/BWthExl/LmS+n1pe3v5u3LlXALJQrpbd+q9/Jbu76VOR7q5kV5fQd2SQJKQ6TKGv6TnZ2l//73C46N0e9uyDscXCnl7mw1oc3Py85MTaWPj4wXX1xBtSSD9ae/OjvT09C5mOJTqp1qjUcs6HC/Kskz+hJ2fFxc63t3V34cHXZ6fr5TmYDBY6f2jbj55YqtkIVElInLW5ZObEBLx2xCYgZBAmBFRCImgGJiBkECYEVEIiaAYmIGQQJgRUQiJoBiYgZBAmBFRCImgGJiBkECYEVEIiaAYmIGQQJgRUQiJoBiYgZBAmBFRCImgGJixtkKK+j1MR/UbYvpfcI3HY9Xf5V4ptxe21lvIgWYCr6pK1bhCSOCyv0R9fsVwuhCE5ES+OBshq2M/884IQUgWAjyom719CCEIybJ08RiSh2tyKkKS0eU5iJA8XJNTEZKMLs9BhOThmpyKkGR0eQ4iJA/X5NR5QuYG/hB/7U2mvcTBmUIazk3+Wcnu9ZD/03FE82M8ubsAAAAASUVORK5CYII='>"
701,1,1,Introduction1,obj2,369.5,98.5,34806,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAu9JREFUeF7tlTFKZEEURa+5YiDO6AJUEAQTNyBiKmjoAoykIzN3YCRGvQCNBlcgxmZmGriCGSNRTGf4/miYSYp7y18fT2UN795XfU4XPSPpt4yzvLGs6Y+pVhdWtbawZjQR7QjMIKStHwJC2vLBC2nMB0IQ0hqBxu7DfwhCGiPQ2HV4IQhpjEBj1+GFIKQxAo1dhxeCkDCBiwvp7KwvPTmRjo/DCz63btwvZHFR2t/viV1eSoeH0vW19Pz8uRSD28Yt5OhIenmR5uf/RjKdfnze2iondXoq7e2V51KJ8Qo5P5ceHv7l8PgoHRxIk4k6X6Vnd7ePD3XGK6ST0Un535lMpPV1XV2VY93c/IgOdsYrpEO2syPd3fX/He/v0v29tLQk3dwMBtRdPG4h3bdfWZG2t3sOt7fS05PLZND8+IUMii+/HCF5plYjQix8+TBC8kytRoRY+PJhhOSZWo0IsfDlwwjJM7UaEWLhy4cRkmdqNSLEwpcPIyTP1GpEiIUvH0ZInqnViBALXz6MkDxTqxEhFr58GCF5plYjQix8+TBC8kytRoRY+PJhhOSZWo0IsfDlwwjJM7UaEWLhy4cRkmdqNSLEwpcPIyTP1GpEiIUvH0ZInqnViBALXz6MkDxTqxEhFr58GCF5plYjQix8+TBC8kytRoRY+PJhhOSZWo0IsfDlwwjJM7UaEWLhy4cRkmdqNSLEwpcPIyTP1GpEiIUvH0ZInqnViBALXz6MkDxTqxEhFr58GCF5plYjQix8+TBC8kytRoRY+PJhhOSZWo0IsfDlwwjJM7UaEWLhy4cRkmdqNSLEwpcPIyTP1GpEiIUvH0ZInqnViBALXz5sC5n7NqfZ77N6+/mm11+v+Rt+sUZbyBfjVf3rIqQ64rIFCCnjVX0aIdURly1ASBmv6tMIqY64bAFCynhVn0ZIdcRlCxBSxqv6NEKqIy5bgJAyXtWnEVIdcdkChJTxqj6NkOqIyxYgpIxX9WmEVEdctuAPt5WMFz+yDgwAAAAASUVORK5CYII='>"
701,1,2,Introduction1,obj1,302.5,158.5,26658,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAArRJREFUeF7tmC9Lg1EcRh+DbcMg/ouGKQh+ApuIzTKjIGIxyZKfwqKY9gFs4icYi2oThGlYWVWTKKvKyxjiP6bscvf85Ky/9z47Z4cXNibpVUN85pbnVD+ra2FyQYuTi0OcxKMFgTGEeP0QEOLlg0LMfCAEIW4EzPbwDkGIGQGzORSCEDMCZnMoBCFmBMzmUAhCEhM4OZEOD3uHHhxI+/uJL8h7XOxCpqakarVH7PRU2tqSzs+lx8e8FBPeFlvI3p709CRNTHxEUq8nRJT3qLhCjo+l29uvtO7upM1NqVbLSzLRbXGFFDIKKd99ChlLS4kQ5T0mrpCC09qadHXVe3d0u9L1tTQ7KzUaeSkmvC22kAJEpSKtrvaQNJtSu50QT/6j4guRtLMjtVrS0ZG0spIfYsob/4WQ3V1pfFy6uZEuL1PiyX9WeCHr69L8/Du47e3YlYQX0q+jryR6JaGFfK6jLyVyJaGFfK7jP1QSVshPdUSvJKyQn+qIXklIIYPqiFxJSCGD6ohcSTghv60jaiXhhPy2jqiVhBJycSF1On//O2NjQyqX//7cKJ4IJWQUgHLfiZDcxAfchxCEmBEwm0MhCDEjYDaHQhBiRsBsDoUgxIyA2RwKQYgZAbM5FIIQMwJmcygEIWYEzOZQCELMCJjNoRCEmBEwm0MhCDEjYDaHQhBiRsBsDoUgxIyA2RwKQYgZAbM5FIIQMwJmcygEIWYEzOZQCELMCJjNoRCEmBEwm0MhCDEjYDaHQhBiRsBsDoUgxIyA2RwKQYgZAbM5FIIQMwJmcygEIWYEzOZQCELMCJjNGbqQ8nRZpZmSXu5f9PzwbPb14s0ZWki8r+y9GCFmfhCCEDMCZnMoBCFmBMzmUAhCzAiYzaEQhJgRMJtDIQgxI2A2h0IQYkbAbA6FIMSMgNmcN43psBcV/oTqAAAAAElFTkSuQmCC'>"
701,1,3,Introduction1,obj2,332.5,157.5,18387,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAmhJREFUeF7tmD1KQ0EABr/0ioX4kwOoIHgJ8QRaegBBECtPYSVWOYCdegARazs7LTxBTCUGW+WRSrR55L1lVib97k5m/Ag4SPKVOT7DnWFG16NsLm9ma3lrjps82hgYGIT1h2AQVg8XAuthEIPQDMB4/A0xCMwADMeFGARmAIbjQgwCMwDDcSEG6djA5WVyfj679OwsOTnp+IGy19W9kJWVZH9/ZuzqKjk8TG5vk8mkrMUOX6s7yNFR8v6eLC39VDIadaio7FX1Brm4SJ6ff9t6eUkODpLT07ImO3qt3iBNjCbKX58mxvZ2R4rKXlNvkMbT3l7y+Dj77fj8TJ6ekvX15P6+rMUOX6s7SCNiYyPZ3Z0peXhIXl871FP+qvqDlHfW64sG6VVv+8sN0t5ZrycM0qve9pcbpL2zXk9UH+TmJjk+bu9oPG5/psSJfxHk7q69Kup/V6oP0j4F+4RBYH0MYhCYARiOCzEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDguxCAwAzAcF2IQmAEYjgsxCMwADMeFGARmAIbjQgwCMwDDcSEGgRmA4bgQg8AMwHBciEFgBmA4LsQgMAMwHBdiEJgBGI4LMQjMAAzHhRgEZgCG40IMAjMAw3EhBoEZgOG4EIPADMBwXIhBYAZgOC7EIDADMBwXYhCYARiOCzEIzAAMx4UYBGYAhjP3QhZXF7OwtpDpeJqPtw/Y16sPZ+4g9X1lNrFBYH0MYhCYARiOCzEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDjfCpWOFznzk+MAAAAASUVORK5CYII='>"
701,2,1,Introduction1_Alt,obj2,305.5,144.5,143748,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAApZJREFUeF7tlTEvZFEARj/9iELsokci2b+gEK2G0g9QiUopIkqVqOYH6DYarah1Ogo92VUJ0e7mZZoVW8zLvLnOlTP1m3vPnDNf3kSSPxnhM/djLv2f/SxOL2ZpemmEk/xqY2DCIKw/gkFYPVwIrIdBDEIzAOPxHWIQmAEYjgsxCMwADMeFGARmAIbjQgzSsYHT0+T4eHDo3l6ys9PxBWWPq3shMzPJxsbA2NlZsrWVnJ8nT09lLXZ4W91BtreT5+dkauq9kn6/Q0Vlj6o3yMlJcnv70dbdXbK5mezuljXZ0W31BmliNFH+92liLC93pKjsMfUGaTytrSXX14N3x9tbcnOTzM4ml5dlLXZ4W91BGhELC8nq6kDJ1VVyf9+hnvJH1R+kvLOx3miQseptf7hB2jsb6zeqC7KykvR67Zw07/rHx3bf+aynqwuyvp7Mz7fTdXGRPDy0+85nPV1dkHGKOjz8GK6Jf3Awzlvfn22Qf3wYpNwfb6ibDDKUpnIPGaSc66FuaoIcHb1/dH/fd8hQ8r7qQ77UYWUNYhCYARiOCzEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDguxCAwAzAcF2IQmAEYjgsxCMwADMeFGARmAIbjQgwCMwDDcSEGgRmA4bgQg8AMwHBciEFgBmA4LsQgMAMwHBdiEJgBGI4LMQjMAAzHhRgEZgCG40IMAjMAw3EhBoEZgOG4EIPADMBwXIhBYAZgOC7EIDADMBwXYhCYARiOC/lqQSa/Tab3vZfXX695+f0C+3n14Yy8kPp+MpvYILA+BjEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDguxCAwAzCcv5VjohdcqOAUAAAAAElFTkSuQmCC'>"
701,2,2,Introduction1_Alt,obj2,351.5,162.5,12441,1,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAApJJREFUeF7tmLFKHFEARa+9YiEmaq+CkJ8QsbDU0tLCSqwsRcTSSqz2A+yCXyDWdnZa2AuJlSi2CcM2WRKIw848zlvO1jNvzp6zl0GnkvzKGJ/Fb4sZfB9kZW4lq3OrY5zkrY2BKYOwfggGYfVwIbAeBjEIzQCMx3eIQWAGYDguxCAwAzAcF2IQmAEYjgsxSMcGLi+T8/PhoUdHycFBxw8oe1zdC5mfT7a3h8aurpLd3eT6Onl5KWuxw6fVHWR/P3l9TWZnR5UMBh0qKntUvUEuLpKHh79tPT4mOzvJ4WFZkx09rd4gTYwmyr8+TYy1tY4UlT2m3iCNp42N5O5u+O74+Eju75OFheTmpqzFDp9Wd5BGxPJysr4+VHJ7mzw9dain/FH1BynvrNcnGqRXve0PN0h7Z73eYZBe9bY/3CDtnfV6h0H+0Ht6mjw/j/peWkpOTnptMHL4xAXZ2movb29v+Me9Qdq7++8dzb+32n42Nw3S1lmR611IEc2ff0gT5Oxs9PrjY98hnzc4gVdO3Eu99kYGgRU0iEFgBmA4LsQgMAMwHBdiEJgBGI4LMQjMAAzHhRgEZgCG40IMAjMAw3EhBoEZgOG4EIPADMBwXIhBYAZgOC7EIDADMBwXYhCYARiOCzEIzAAMx4UYBGYAhuNCDAIzAMNxIQaBGYDhuBCDwAzAcFyIQWAGYDguxCAwAzAcF2IQmAEYjgsxCMwADMeFGARmAIbjQgwCMwDDcSEGgRmA4bgQg8AMwHBciEFgBmA4Yy9k5stMpr9O5/3He95+vsG+Xn04Ywep7yuziQ0C62MQg8AMwHBciEFgBmA4LsQgMAMwHBdiEJgBGI4LMQjMAAzHhRgEZgCG40IMAjMAw/kNesqeF4FqyVwAAAAASUVORK5CYII='>"
701,3,1,Basic,obj1,58.5,379.5,26349,0,0,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAspJREFUeF7tnbFKI1EYhc88gLK9PoKFYJF2K1nBwkoQhDyIRS5srdbaWqe1EATzAEJSRqy3EME32CwTUYiTuMnNf8khfAEbmXvm8H0eBoyYajQajcTLhkCFEBsX4yII8fKBEDMfCEGIGwGzPjxDEGJGwKwOC0GIGQGzOiwEIWYEzOqwEISYETCrw0IQYkbArA4LQYgZAbM6LAQhZgTM6rAQhJgRMKvDQhBiRsCsDgtBiBkBszosBCFmBMzqsBCEmBEwq8NCEGJGwKwOC0GIGQGzOiwEIWYEzOqwEISYETCrw0IQYkbArA4LQYgZAbM6LAQhZgTM6rAQhJgRMKvDQhBiRsCsDgtBiBkBszosBCFmBMzqsBCEmBEwq8NCEGJGwKwOC0GIGQGzOiwEIWYEzOo0FvL0JNVf87wOD+e5imsWIdAQ0u1Kd3ffR9T/vv/8XNrYkHR5KR0fS1tbi9yXa2cQWFjIp4w/Q+niQnp8lPb2pNrk6yuglySwkJCJZezvSy8vUqv1XuH5Wbq/X7IOx+cWMiGj5nZyIm1uThK8uoLokgSmCrm5aabW3xs/Mz5e29vS25t0eipdX0sHB9Lt7ZJ1OF6llLI/YaeVkn7t7OjvcKjfZ2crpdnpdFZ6/6ibV5KyhUSViMhZl09uQkjET0NgBkICYUZEISSCYmAGQgJhRkQhJIJiYAZCAmFGRCEkgmJgBkICYUZEISSCYmAGQgJhRkQhJIJiYAZCAmFGRCEkgmJgBkICYUZEISSCYmDG2gqpqko6ktrtdgNXf9DXoD9Q2k1ye2NrvYX81FTgD70H9fo9hAQuuxH19R3D8UIQUhL599kIWR37qXdGCEKKEOChbvbnQwhBSJGli2dIGa7ZqQjJRlfmIELKcM1ORUg2ujIHEVKGa3YqQrLRlTmIkDJcs1NnCZkZ+EP8tjeb9hwHpwr5z7mU/N4P+QeGO1nzgAy3FQAAAABJRU5ErkJggg=='>"
701,3,2,Basic,obj2,67.5,372.5,10663,1,5,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAuFJREFUeF7tnbFKI2EYRe8UtrK9sqWVxYJF2rXIsnYWQRCEPIhFBrZfSzHPoK2dYB5ASMqAlaUIPoC4WSbZhayJJvvz/eSSOeks5s6dc3IzkBFSjEajkXjZECgQYuNiXAQhXj4QYuYDIQhxI2DWh3sIQswImNVhIQgxI2BWh4UgxIyAWR0WghAzAmZ1WAhCzAiY1WEhCDEjYFaHhSDEjIBZHRaCEDMCZnVYCELMCJjVYSEIMSNgVoeFIMSMgFkdFoIQMwJmdVgIQswImNVhIQgxI2BWh4UgxIyAWR0WghAzAmZ1WAhCzAiY1WEhCDEjYFaHhSDEjIBZHRaCEDMCZnVYCELMCJjVYSEIMSNgVoeFIMSMgFkdFoIQMwJmdVgIQswImNVhIQgxI2BW578W8vIibWyYXcGa1VlayOamdHQknZ8jJed7YCkhlYzj40mN11ekrFTItIy/Rf6RcnY2mc7WVs6etcleuJCdHWl/f5ZH8/NQrYef0t2dtLcnXV1JT0+1AZfrQhcKqU78VkqzKbW636THR6nRmHS7v5dubnL1rE3uUkKmpYxltDS5qVSfZ9Ovi4vagMt1oUsLqQpcXv6RUf2xvS09P0snJ1K3Kx0cSNfXuXrWJrcoyzL5F3YaZanvu7v6NRzqx+npSqF1Op2Vnj/q5IWkZCFRJSJy1uWXmxAS8W4IzEBIIMyIKIREUAzMQEggzIgohERQDMxASCDMiCiERFAMzEBIIMyIKIREUAzMQEggzIgohERQDMxASCDMiCiERFAMzEBIIMyIKIREUAzMWFshRVFIh1K73Z7B1R/0NegPVH4p5fZga72FfNVc4Le9W/X6PYQELnsm6u0Tw/FCEJIT+cfZCFkd+7lnRghCshDgpm7270MIQUiWpYt7SB6uyakISUaX50CE5OGanIqQZHR5DkRIHq7JqQhJRpfnQITk4Zqc+p6QdwM/iW97k2kvceBcIQuOK0u/5yG/ARYZTPNOYLHvAAAAAElFTkSuQmCC'>"
701,4,1,FallAlt,obj2,345.5,256.5,22155,0,5,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAyVJREFUeF7tnLFKI1EUhv8BG2VZ8ghuKZJKqyA2NoLYWmwdiG+RpNhCrLY0WIks2C1rs68gig9gs52FrYiNMMtMDMZJJjOZmSR/4Evp3Ln3zP/Nf865kzhBGIah+NgoEADEhkUcCEC8eADEjAdAAOKmgFk81BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbh4BCAmClgFg4OAYiZAmbhWDgkCIJYlir+IfjgQHp6yqfy7W1/XJXr51s5fdTyAzk5kW5u+le4saH6nx9qNLJlub6WHh8BMlapwnfo/b0UAanVpNdXaXVV9b+naux/zSQCkAkSFQYSgTg8lNbW+rP3eqp/+afG93WAZCowCyDHx1Hh+TxzGKoV9DLDOTqS9vZIWdWmrGi2zU1pZ0d6fpbu7qSHB+3uxuUk9XN5Kb28fBwu7NBM7NMPWP6innLN29vS1tbowajUXFx8/jtAEjrNSpBWaxTIcKoaHJ3V+tP7w+RdJ7MSJJm6kqkKICm3zDCQlZUi91Xxc97e2BiOqDcMZFyaKS539plnZwAByKQtAC8wy3bRPEdYtL3zvGD3tQBiRgggADFTwCwcHAIQMwXMwsEhADFTwCwcHAIQMwXMwrFwSLfbjWVpt9sLkWfR6w9ftAWQWX0fkpfuotcHSIIUQMwEAQhAUrOpVQ3pdDp5036l4wbrVvHb4rKBWQEpezFlzwfIu4KDHF5W0LLnAwQgI/cQKWtIEhyCQ3DIpDqDQ3AIDsEhOXpR2t4Pkeiy6LJGLYNDcMjYREqXRZdFl0WXRZeVQwFqiHcNCb4FUl1qNptT0Sw7+PzXuXRVdpbqzrcp6jGQ9fn/DKf7syv9rk7QsjMBBCDjuywc0tcFh+AQHLIU+xBSFikrVoAua8yD1ujFATgEh+CQlGIWf0GFQ3AIDsEh2Q9W2BiyMWRjuFQbw2xTVzyiJp72JiTtd1nvL8OvWO6lm86hhvwHhD7Y86osBsIAAAAASUVORK5CYII='>"
701,4,2,FallAlt,obj3,348.5,226.5,19951,0,5,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAA0RJREFUeF7tnLFKI1EUhv8BGwU1jYLdbimyvYWvoOAjCIK+RUxhYWFhqVivbLePYCuID+BTiBY2QpY7SdhsHMdJ5hD/mf2mC8yce+7/3f+eM5Nksn6/3xeHjQIZQGxY5IkAxIsHQMx4AAQgbgqY5UMNAYiZAmbp4BCAmClglg4OAYiZAmbp4BCAmClglg4OAYiZAmbp4BCAmClglg4OAYiZAmbp4BCAmClglg4OAYiZAmbp4BCAmClglg4OAYiZAmbp4BCAmClglg4OAcj8Fdjbk25vpefn+Y897Yitd0iCsbExkOXmxh9Kq4GMwxitVHcorQVSBKMJUFoJpAyGO5TWAakCwxlKq4BMA8MVigWQLMtyfSL+ELy/L62vV2s20/+Pz8+llZW48auN/PFZzQdydibd3Q1muLkpnZ6qCpQRjOVlKXJB/N9AHh6kBKTTkV5fpcVF6eBA2t4uhTIOIwkIkIllNLMgCcTurrS0NIh4dSWtrkpPT/nHIqdMwgBIgadnBnJ8nArPvxHT5wRmeIxDKYIBkEggKdbWlrSzI728SPf30uPjuxESlLW1QQFPNWPymHlB1C0YRVo4vFpjHoIkXkUwcEi0QwJW6TwWRNU0m9/2Vp1pyXkAKemyFhYCFJ4ixNsbbW9pUT06mkLNgFMvLwECkLLt06HLCljorQlhUdRbo2bARAASIGJkCIBEqhkQCyABIkaGAEikmgGxABIgYmQIgESqGRALIAEiRoYASKSaAbEAEiBiZAgLIL1eL59Tt9uNnFvlWF89/niiFkC++vuIrx4fIBPeAYiZIAAByIf1zaqGnJycVC7EkSeOxo34bXHdvKyA1J1M3esBMlRwtIfXFbTu9QAByLs1xJY1JgkOwSE4pKzO4BAcgkNwSIVelLb3r0h0WXRZ7y2DQ3BI4UZKl0WXRZdFl0WXVUEBaoh3Dcm+Z9IP6fDwcCqadU++/nkt/aobJe56m6KeA/k2/5/h9C560u84QetGAghAirssHDLQBYfgEBzSiPsQtiy2rFwBuqyCB63pxQE4BIfgkA+KWf4FFQ7BITgEh3z+YIUbQ24MuTFs1I3h56YOPqMjnvZOSDrosoYvww+Wu3HhHGrIH0sv7vO0A7yqAAAAAElFTkSuQmCC'>"
701,4,3,FallAlt,obj3,332.5,215.5,8226,0,5,"<img src='data:image/png;base64,iVBORw0KGgoAAAANSUhEUgAAAGQAAABkCAYAAABw4pVUAAAAAXNSR0IArs4c6QAAAyRJREFUeF7tnL1KI1EYht8BG0UwF2CRbQIi21vYWIu3sCAE9C6SFFtYbqnYurBss62XIIgXYOUlCAo2QpaZmN04+ZlJ5pB5z/DYRc6c8837nPf7vjP5SYbD4VD82SiQAMSGRRYIQLx4AMSMB0AA4qaAWTzUEICYKWAWDg4BiJkCZuHgEICYKWAWDg4BiJkCZuHgEICYKWAWDg4BiJkCZuHgEICYKWAWDg4BiJkCZuHgEICYKWAWDg4BiJkCZuHgEICYKWAWDg4ByPoUaLelp6f1rRdipcY65PhY2t2Vbm/jgtJIIGMY4x0bE5TGAcnDiA1Ko4DMgxETlMYAKYIRC5RGACkLIwYojQDS6UhHR+Wbzpsb6fW1/Ph1jmwEkFSwslCcYaT3YQEkSZJsE1b9QnARlHkwQq0fwknxA7m4kO7uRlrs7anz+/vM9LXIGQDJbaWVBXl4kFIgrZb09iZtbkqnp+p8O/gEpShNrbx+CEvktXD4nvrKgqQgTk6kra3RbV1dSTs70vPzv5pSBCPL24FSZgg+caes8/O08HzWIX2dgpG0vV2umwJIqJSVzrO/Lx0eSi8v0v299Pi49EYFSEggS8s/fQFAADJ3G8VdQwK4g6I+Q8TJlLGxEUjlktO8v9NlTUk1CeTsrKSSgYZdXgIEIAs2k0UNCbTZGzENQMwwAgQgZgqYhYNDAGKmgFk4OAQgZgqYhYNDAGKmgFk4OAQg0woMBoPsn71erxZ56l5/8qYtHFL3O3Z1rw+QnA8BYiYIQAAyt1Za1ZB+v19LUR+vW/WzxSGCtwIS4oaqzAGQD/XGObyKmCGuBQhApvYRKWtCEhyCQ3DIolqDQ3AIDsEhJfpR2t7/ItFl0WVNWwaH4JCZiZQuiy6LLosuiy6rhALUEO8aknxJpK9St9tdimbVwdc/r6VfVWcJd71NUc+AtNf/MZzBj4H0J5ygVWcCCEBmd1k4ZKQLDsEhOCSKcwgpi5SVKUCXNeNBa/qLcjgEh+CQOcUse4MKh+AQHIJDih+scDDkYMjBMKqDYbGpA49oiae9OUlHXdbHLzsHlju66RxqyF+V2O7z7vWU3wAAAABJRU5ErkJggg=='>"
